EventCount;s1;sd;dt;s2d;s3d;s4d;s5d;s6d;s7d;s8d;s9d;s10d;s2;s3;s4;s5;s6;s7;s8;s9;s10;s234;s567;s8910;s99
521;2;4;11;0;0;10.59691726231276;0;0;0;0;0;0;99.77068504546087;12.39271087814589;1.677657896942488;100.2269946606602;16.50792369298864;1.14077336554938;80.06033224832359;12.39271087814589;1.14781203382685;-131.87544701854316;689.76377398718;407.2672349144809;689.4498143840772
522;2;4;11;0;0;10.327546239052054;0;0;0;0;0;0;99.59779309027664;12.669843657720508;1.426581073319923;100.00013487503367;16.80316742877174;0.9144797727307812;80.01490302418726;12.669843657720508;0.9102037613673204;181.35340391306025;1025.335373666677;622.0378027023859;1025.0654294277374
523;2;4;11;0;0;10.055470085887402;0;0;0;0;0;0;99.38809304872345;12.956381239979573;1.257927240884475;99.62874762479515;16.985238706988856;0.766813082466767;79.79258271786259;12.956381239979573;0.755153736590105;396.3438871443618;1218.6094543293702;752.7950340629279;1218.4023881639291
524;3;4;11;0;0;9.782935817897364;0;0;0;0;0;0;99.16434032694654;13.212455656649887;1.31436102812042;99.41373798179899;17.212455656649887;0.825214237225552;79.27066089845353;13.110315397531915;0.83353736878624;332.3124400742495;1160.8465369670507;698.6564457169359;698.51665468517
525;3;4;11;0;0;9.512194233626674;0;0;0;0;0;0;98.95592057871781;13.40080533678241;1.531581673771316;98.98101763045555;17.400805336782412;1.0559719620899823;79.03044118284312;13.261574634726305;1.053306630561888;51.98879411116537;848.0538301942097;518.4793750585567;518.3973131094915
526;2;4;11;0;0;9.24548132625288;0;0;0;0;0;0;98.79444716513953;13.493330431112765;1.697543389449456;98.563291576961;17.44501735149363;1.224066022035059;78.63910033236574;13.493330431112765;1.235269323136812;-168.51018711724848;584.3073014642489;349.3861434890435;584.2625947349334
527;2;4;11;0;0;8.98499981702717;0;0;0;0;0;0;98.70882158944241;13.476053889676274;1.647511144343087;98.37477574715022;17.563077255088768;1.188820146182599;78.51526527258524;13.476053889676274;1.198261153491729;-101.9464005945848;644.0325089786315;385.116238383366;643.9990450015972
528;2;4;11;0;0;8.73290096350045;0;0;0;0;0;0;98.7205347028917;13.351593413931273;1.415617641829527;98.76878296992096;17.493944343543948;0.9799738987185764;78.66607790284921;13.351593413931273;0.9789725936545052;203.71746549247416;962.4919768632171;585.9464050153675;962.4439911770041
529;1;4;11;0;0;8.49126679277643;0;0;0;0;0;0;98.90675764087902;13.205500009170208;1.63866623569524;99.05294731487564;17.13869830355829;0.779016534238477;79.05294731487564;13.138698303558288;0.779016534238477;-88.57774361133546;1208.0478392253697;739.1103827280562;-88.65973874509183
530;1;4;11;0;0;8.26209290652324;0;0;0;0;0;0;98.9940443715191;12.79877006374792;1.61881086601054;99.55703586209705;16.86893476220451;0.782231654126126;79.55703586209705;12.86893476220451;0.782231654126126;-60.811145857352706;1191.2844439105097;726.2347858925533;-60.93571358193793
531;3;4;11;0;0;8.04727199975305;0;0;0;0;0;0;99.37698935213386;12.581117659788266;1.388025586907687;100.02723682425655;16.581117659788266;0.9856619869200344;80.17752185201508;12.43849565744307;0.9863447494476518;227.24329946993817;916.0434277528221;550.245614353176;550.0833170444148
532;3;4;11;0;0;7.84857822948441;0;0;0;0;0;0;99.75037619874443;12.314493048758115;1.594703534290748;100.34085588837766;16.314493048758113;1.202274622816528;80.30617379963736;12.230539753745424;1.192642497920503;-29.364226125861137;589.7112843041114;362.62902352267355;362.44707497996836
533;3;4;11;0;0;7.66765256238267;0;0;0;0;0;0;100.1483856805815;12.101900433581214;1.616299531451856;100.45126142364634;16.101900433581214;1.232916903332722;80.28465933510313;12.15380211816524;1.22182562222164;-55.13020804358469;536.1659660733434;333.6436537266691;333.4705472577545
534;2;4;11;0;0;7.50598922238977;0;0;0;0;0;0;100.53173602565411;11.964146278486123;1.424715918195633;100.24481691333808;16.104184773217195;1.0470632924534713;80.40240255952808;11.964146278486123;1.0494164570761448;175.0778350840127;807.3682239420306;479.12336675536807;807.2378900711486
535;2;4;11;0;0;7.3649233502683;0;0;0;0;0;0;100.86311027683035;11.906600082454505;1.188728915592843;100.26538716374297;16.00602464109748;0.829031188647074;80.30431695891949;11.906600082454505;0.820482748079428;447.7567736787002;1084.2213625213358;651.9691950701259;1084.166927242715
536;3;4;11;0;0;7.24561997697757;0;0;0;0;0;0;101.1121226834753;11.91862139607231;1.118877371461141;100.28046914496875;15.91862139607231;0.756596372612262;80.39287847055877;11.886021537930684;0.768187021535487;526.2657837671516;1160.8115739672953;687.2054590716123;687.2528712629135
537;3;4;11;0;0;7.14906440194787;0;0;0;0;0;0;101.25924162529108;11.975913307331448;1.273947389749437;100.40981494828041;15.975913307331448;0.916494169652043;80.31665844265325;11.841261191638681;0.9204706377638504;354.7167401243874;976.28778940243;575.8094061426983;575.9721019879477
538;1;4;11;0;0;7.07605405571652;0;0;0;0;0;0;101.18517874218824;11.932462123327191;1.853478588435336;100.68871646516519;16.045367962383214;1.153166842006869;80.68871646516519;12.045367962383214;1.153166842006869;-336.7797843950239;655.2739205024516;394.2078573328521;-336.50418928464836
539;1;4;11;0;0;7.0271919141304;0;0;0;0;0;0;101.24839980453174;12.104164029595061;1.939879787780336;101.02928225769408;16.09151848427819;1.249018626185661;81.02928225769408;12.091518484278188;1.249018626185661;-442.1221452531333;514.1379515032431;309.85478190696506;-441.7525027085225
540;1;4;11;0;0;7.00288151850558;0;0;0;0;0;0;101.2177602643142;12.209991503875935;1.8106918031435;101.2950436216418;16.08342083023258;1.11592383385759;81.2950436216418;12.08342083023258;1.11592383385759;-293.6435912692276;715.7725734736558;431.5810838222154;-293.21304643467437
541;1;4;11;0;0;7.00332364287131;0;0;0;0;0;0;101.01594027588185;12.124838603303733;1.582474462659512;101.35881136618201;16.000711294971026;0.876249203291;81.35881136618201;12.000711294971026;0.876249203291;-14.303078727242637;1038.0212533546587;624.9093612482405;-13.854418922203584
542;1;4;11;0;0;7.02851463582299;0;0;0;0;0;0;100.67657937769526;11.845296472114937;1.465090020260991;101.15797358119681;15.837734603931562;0.750350484512626;81.15797358119681;11.837734603931562;0.750350484512626;125.82478446393141;1171.86552727312;702.7233598887067;126.24547018432855
543;1;4;11;0;0;7.07824645067827;0;0;0;0;0;0;100.33725821333907;11.489030930532266;1.568756434549366;100.72350274244174;15.604986849232674;0.853978378955616;80.72350274244174;11.604986849232674;0.853978378955616;2.3515409928952575;1032.648123883532;615.4641829563623;2.701800494135738
544;3;4;11;0;0;7.15210836368736;0;0;0;0;0;0;100.26922024079309;11.32760371401634;1.449463296557973;100.1701140930154;15.32760371401634;1.091857878373605;80.2502612018736;11.194739345327186;1.0874836936891477;137.473380742884;707.5547952380322;417.4909461169463;417.73830172876677
545;3;4;11;0;0;7.249490366107;0;0;0;0;0;0;100.13271050493204;11.041159554638744;1.607758186344562;99.6515769953715;15.041159554638744;1.245283668039212;79.81246069648365;11.013541623798224;1.233603493370678;-40.85503423520067;479.3321652620728;290.8136635990594;290.94025568417675
546;3;4;11;0;0;7.36958820212398;0;0;0;0;0;0;100.04827534751895;10.785530158553131;1.541676194599357;99.30004030346342;14.785530158553131;1.173196784493158;79.29558497747247;10.888550463809404;1.164949318564912;31.418327730162762;568.4976712994778;340.87334022649975;340.87808592384266
547;3;4;11;0;0;7.51141001102101;0;0;0;0;0;0;100.00937241864351;10.597923218392381;1.317444076573039;99.1750325239032;14.597923218392381;0.9418735760219892;79.0120527026423;10.736865366195309;0.944641500973323;265.6624779491646;851.673350722583;497.1566162771057;497.0545356727068
548;2;4;11;0;0;7.67378451872886;0;0;0;0;0;0;100.00015175463133;10.50633221080579;1.147680759628909;99.33219337508888;14.553453431229904;0.775230032088062;79.24362865807807;10.50633221080579;0.763991533692466;431.39407963210374;1032.553232393304;601.1751694238408;1032.372098672633
549;2;4;11;0;0;7.8553707111125;0;0;0;0;0;0;99.99883488568503;10.524593989526833;1.195863122432908;99.25090752399447;14.436571249824842;0.812471035121222;79.39992497278104;10.524593989526833;0.803094586877283;385.4170599493043;985.3754356546992;580.3464704455616;985.1503803912589
550;2;4;11;0;0;8.05466890910196;0;0;0;0;0;0;99.98207945202903;10.649941605889666;1.425965014266387;99.45511212791969;14.507702607005925;1.022125303629799;79.51514788710276;10.649941605889666;1.0232315688112887;153.6782808804113;752.5317969946248;440.86868412861804;752.2988611616258
551;3;4;11;0;0;8.27003315420066;0;0;0;0;0;0;99.9296033239918;10.863493867706744;1.635511211228098;99.49664323106624;14.863493867706744;1.222009553518065;79.43017525181587;10.797812489246201;1.211437670017204;-70.20445720643845;505.41471072903136;301.6209313611442;301.41073231879653
552;3;4;11;0;0;8.49968480208242;0;0;0;0;0;0;99.82830074916691;11.13359330801966;1.641657218673965;99.33024610092058;15.13359330801966;1.216672978569844;79.16606023650296;11.204856706433752;1.206355217685566;-78.69228096980858;521.2701874383217;316.16670724638436;315.9993597982836
553;3;4;11;0;0;8.74172721201041;0;0;0;0;0;0;99.67516423743878;11.421390368093927;1.449214626963665;99.08772002314642;15.421390368093927;1.0121282663631448;79.07694263376433;11.564079303528732;1.0115507298696618;138.07137625752011;809.9647762140418;485.1596698448908;485.04186173627863
554;3;4;11;0;0;8.99416141076176;0;0;0;0;0;0;99.4785168850295;11.687666624545521;1.246140952532624;98.89599439678794;15.687666624545521;0.796432881994536;79.05510976735597;11.770593547806023;0.806126554280511;370.87156918599226;1084.8669100817538;644.2016766403444;644.1263990211202
555;1;4;11;0;0;9.254902601692717;0;0;0;0;0;0;99.20425266154149;11.84658931356305;1.704438990761927;98.88137548902519;15.899667033285459;0.767896167122287;78.88137548902519;11.899667033285459;0.767896167122287;-156.59402973572824;1130.985517266644;675.2487665367761;-156.6450856098995
556;1;4;11;0;0;9.521797382600388;0;0;0;0;0;0;98.89842822034909;11.896427755654008;1.907184162827792;99.11271045369288;16.036710707626987;0.952754645796141;79.11271045369288;12.03671070762699;0.952754645796141;-388.3511233701559;920.9865340294334;551.7758889879104;-388.402981719746
557;1;4;11;0;0;9.792641530181353;0;0;0;0;0;0;98.7554197853655;11.995059067701503;2.15169299610567;99.56801387153668;16.093571752829074;1.181050285241908;79.56801387153668;12.093571752829076;1.181050285241908;-650.064809981484;608.8394019393821;365.6146329892369;-650.1433183346602
558;1;4;11;0;0;10.065198204210995;0;0;0;0;0;0;98.76745583816736;12.11485565682415;2.23784279889009;100.13909012354164;16.08102596671455;1.242889127392434;80.13909012354164;12.081025966714549;1.242889127392434;-740.2696332559348;518.629810540829;311.8087562768097;-740.3953827514075
559;3;4;11;0;0;10.337216421098207;0;0;0;0;0;0;98.7028884573865;12.023472639502629;1.598277647013867;100.67247014399874;16.02347263950263;1.0814168259589565;80.83858618629858;12.158541843776247;1.0775398342466251;-32.60939248743508;758.2939332518989;465.3901186237119;465.20690478164556
560;3;4;11;0;0;10.606449644246961;0;0;0;0;0;0;98.777074595919;11.954070361911201;1.375412752424092;101.029467850472;15.954070361911201;0.845090270211744;81.05538789618839;12.066197076843222;0.852466924011185;229.24153795506132;1069.713980808117;643.6689075959052;643.4315376607782
561;1;4;11;0;0;10.870674337691211;0;0;0;0;0;0;98.94505120187486;11.894371299816466;1.850102677225342;101.13999065102438;15.908275858835704;0.751187005629033;81.13999065102438;11.908275858835704;0.751187005629033;-324.4553373620795;1175.9575681313863;706.2028550158914;-324.7294327921923
562;1;4;11;0;0;11.12770832977279;0;0;0;0;0;0;99.1105521789822;11.789811936661184;2.00423870022592;101.02740783681521;15.916963982193552;0.886041260611076;81.02740783681521;11.916963982193552;0.886041260611076;-490.76467914660816;1017.0645428994782;610.7263284452832;-491.0460831711535
563;3;4;11;0;0;11.37542883520093;0;0;0;0;0;0;99.5898896835248;12.000382820455641;1.694440096799688;100.7941475988394;16.00038282045564;1.125668655039643;80.90180416842529;11.8768862926809;1.119684433371088;-147.3925252027089;694.4046152915482;418.9034053369098;418.6515787796124
564;3;4;11;0;0;11.6117899866532;0;0;0;0;0;0;99.98235801097948;12.16404669768224;1.830346366908117;100.57446369389022;16.16404669768224;1.249756867575457;80.72344962849724;12.157747825767807;1.237863683405197;-312.1299391203269;512.9915933039633;320.74227226266237;320.55826516848566
565;3;4;11;0;0;11.83483973112849;0;0;0;0;0;0;100.37657062447497;12.39731899035391;1.735961754431628;100.47480786758499;16.39731899035391;1.144219767875204;80.43724547742552;12.514008928089176;1.137352159881146;-204.59872018854355;681.6711876997608;422.76775796693533;422.68454243608693
566;3;4;11;0;0;12.04273595150908;0;0;0;0;0;0;100.73375505842515;12.674949652985541;1.508224476269478;100.52747493164605;16.67494965298554;0.9060876786940236;80.3608168260219;12.807344209759924;0.910559693994308;79.8393209081079;1033.9860469511805;631.2175432613184;631.256869925579
567;3;4;11;0;0;12.23376168018662;0;0;0;0;0;0;101.02009080682609;12.961297218678412;1.36598622863203;100.67741870272202;16.961297218678414;0.754298144622699;80.63657259620487;12.987673449562323;0.765998232973999;266.2975036991045;1244.4317906365802;754.7660020034249;754.934198732533
568;1;4;11;0;0;12.40633927910741;0;0;0;0;0;0;101.10725672043873;13.112586355205984;2.0772108453137;100.80784442580628;17.216478635246986;0.828405763273105;80.80784442580628;13.216478635246986;0.828405763273105;-643.0616888150508;1173.3250256072492;722.0195510609061;-642.775397354214
569;1;4;11;0;0;12.55904346912631;0;0;0;0;0;0;101.1562781571066;13.26469790132514;2.31331037722011;100.79349274542818;17.403340609145157;1.0602763318228512;80.79349274542818;13.403340609145157;1.0602763318228512;-907.2528241544929;857.1288917776815;529.1398342306085;-906.8751507659039
570;1;4;11;0;0;12.69061310106307;0;0;0;0;0;0;101.22706418539404;13.448070760116957;2.49451761379509;100.55859439004512;17.49399642952987;1.236729118873215;80.55859439004512;13.49399642952987;1.236729118873215;-1086.1208945694034;576.8114432030874;356.4331680957562;-1085.6906572520647
571;1;4;11;0;0;12.79996157124659;0;0;0;0;0;0;101.24870648317085;13.563764851239;2.46621924832829;100.11440958421363;17.47474963358365;1.19553424576381;80.11440958421363;13.47474963358365;1.19553424576381;-1071.8349860260128;641.2109747283447;395.66235835601196;-1071.3972624860548
572;1;4;11;0;0;12.88618579552759;0;0;0;0;0;0;101.12153146232906;13.490632302359113;2.26439580703041;99.55996019278099;17.34851637823312;0.974566088851534;79.55996019278099;13.34851637823312;0.974566088851534;-872.1413051074038;969.8795760014056;596.3460061665409;-871.7405845070275
573;1;4;11;0;0;12.94857366764523;0;0;0;0;0;0;100.82705419329092;13.198865387977891;2.0824590358642;99.04529574979591;17.134309482621536;0.776981752554666;79.04529574979591;13.134309482621534;0.776981752554666;-651.5978617139318;1210.0688198941912;740.2746616831132;-651.2713803229577
574;1;4;11;0;0;12.98660994035076;0;0;0;0;0;0;100.46799974988068;12.791520717688837;2.09336515066146;98.71267127910727;16.863877232771934;0.784439364457696;78.71267127910727;12.863877232771936;0.784439364457696;-641.4226117709658;1178.2334299069055;716.6672229708138;-641.1950228349908
575;3;4;11;0;0;12.99998048071739;0;0;0;0;0;0;100.34064015242718;12.57610333342108;1.640081454605386;98.64048827401103;16.57610333342108;0.9900824305695162;78.50075958429537;12.433358644176758;0.9905546957804917;-87.36057115833906;897.0363506949396;535.0840151626517;535.20372924545
576;3;4;11;0;0;12.98857486449272;0;0;0;0;0;0;100.18316496967047;12.310178035365102;1.854272407503145;98.8137026770843;16.3101780353651;1.204843664278509;78.69253295607943;12.228283980949923;1.19508920407477;-344.93978248095004;576.718112715344;353.08783839120184;353.10670773623497
577;3;4;11;0;0;12.9524872880675;0;0;0;0;0;0;100.07724878690468;12.09877147597584;1.878896942138173;99.13312436701136;16.098771475975838;1.231272577734798;79.21584571447309;12.153021072345338;1.220259597842665;-367.1777462959738;531.5026156702306;330.59712061075913;330.5357727075442
578;3;4;11;0;0;12.89201579052905;0;0;0;0;0;0;100.02086128900395;11.962438695475281;1.689671339316302;99.45944822597822;15.962438695475281;1.0450705497898516;79.61953628505759;12.102955113912174;1.042924333133192;-141.89841787745095;796.7303212530649;485.37755357886306;485.26552378382996
579;3;4;11;0;0;12.80765979222427;0;0;0;0;0;0;100.00169190672548;11.906261940923965;1.45781385583282;99.67306485983333;15.906261940923965;0.817430866221605;79.66566096543684;12.003855034342035;0.826124634496767;134.23615118647018;1084.5856659188844;648.1102608688857;647.9799149744749
580;3;4;11;0;0;12.70011597016051;0;0;0;0;0;0;99.99993907690067;11.919330255353584;1.392650200796543;99.72402875270087;15.919330255353584;0.757644402288517;79.56045734531988;11.884273383737868;0.769185145036683;211.2167738241729;1153.2790770676067;679.3337415813905;679.213939048843
581;1;4;11;0;0;12.57027250430859;0;0;0;0;0;0;99.85687084311243;11.841666646821336;2.18148301920349;99.65086403976062;15.977142357380396;0.920678557211264;79.65086403976062;11.977142357380396;0.920678557211264;-678.0649933133835;963.688351142508;577.4310571285067;-678.1543300331692
582;1;4;11;0;0;12.41920174232646;0;0;0;0;0;0;99.84547443797639;11.935150627524992;2.3911015845416;99.56031533394858;16.046489433517646;1.1566404808244;79.56031533394858;12.046489433517644;1.1566404808244;-871.5332477173148;642.8992624222855;385.6857821074344;-871.5846670814832
583;1;4;11;0;0;12.24815134328365;0;0;0;0;0;0;99.89197385641125;12.107087941684838;2.46156548552091;99.57694810945857;16.09192545834665;1.24858786875217;79.57694810945857;12.091925458346651;1.24858786875217;-940.3764946644824;507.414605635018;304.7045088862963;-940.3960167227126
584;1;4;11;0;0;12.0585339735288;0;0;0;0;0;0;99.87260187260028;12.210368707211732;2.31250550837277;99.78447257213537;16.08264525179846;1.111984716570889;79.78447257213537;12.082645251798459;1.111984716570889;-823.8194933147211;710.7377682378544;426.9424606589578;-823.824910016997
585;1;4;11;0;0;11.85191563979952;0;0;0;0;0;0;99.68745239036795;12.121372740619789;2.06368997580691;100.18424927395247;15.9985166690115;0.872423332418312;80.18424927395247;11.9985166690115;0.872423332418312;-571.7629366919149;1030.55581756667;618.5986667201942;-571.779743608968
586;1;4;11;0;0;11.63000275592884;0;0;0;0;0;0;99.35574895690694;11.83920183137939;1.925052988059921;100.68909656151094;15.834166449232942;0.750155348090393;80.68909656151094;11.834166449232942;0.750155348090393;-408.0480558636791;1166.3831489327392;698.5799437176279;-408.1037850778288
587;1;4;11;0;0;11.39462804996147;0;0;0;0;0;0;99.00994869604439;11.482956810674619;2.00383745691093;101.15540046507026;15.600371625113603;0.857593384510521;81.15540046507026;11.600371625113603;0.857593384510521;-477.0922475848391;1032.4618120212565;615.9412739157555;-477.2102688929311
588;1;4;11;0;0;11.14773542806932;0;0;0;0;0;0;98.79272386546691;11.190581896519946;2.20616345373066;101.44010152845703;15.322496268635318;1.095959406469921;81.44010152845703;11.322496268635318;1.095959406469921;-656.1129699608482;710.6228475333155;421.58044674756877;-656.3069302135866
589;2;4;11;0;0;10.891363920273216;0;0;0;0;0;0;98.77404388099669;11.036248468011772;1.790668988674013;101.62075714013851;15.011116003588588;1.234381707295573;81.4584359222333;11.036248468011772;1.246100792660352;-237.7555301947723;503.5554206861166;286.7977758830655;503.2854611356903
590;2;4;11;0;0;10.627630840556662;0;0;0;0;0;0;98.70354637756276;10.781517985568373;1.701359787058642;101.16474912854756;14.886274100723751;1.161884042886485;81.2179235176043;10.781517985568373;1.169978245030809;-138.54783014276182;598.7895118143133;341.6548390025187;598.458491097731
591;2;4;11;0;0;10.358714300451908;0;0;0;0;0;0;98.73298921150955;10.595403195733258;1.455514197837375;100.66205084828576;14.733735601300927;0.940550936014076;80.81419198382295;10.595403195733258;0.9375784828147798;120.3315124283423;874.0711634953135;506.6842195124961;873.7076673955343
592;3;4;11;0;0;10.086835220511759;0;0;0;0;0;0;98.87061318572563;10.505683651843325;1.266910536652855;100.39048455791038;14.505683651843325;0.762568775627267;80.55633494821468;10.55041017209694;0.773875024406921;310.81142499222545;1052.94928408791;607.8567618426831;607.4991006119201
593;3;4;11;0;0;9.814238988231828;0;0;0;0;0;0;99.11124152928987;10.525915233088593;1.296564190569444;100.0781628167623;14.525915233088593;0.805852241157853;80.10116437761803;10.435914511573891;0.815097372531289;282.51663625030903;1006.7010322439929;573.2779771957815;572.9683499170841
594;1;4;11;0;0;9.54317691390583;0;0;0;0;0;0;99.2944556435135;10.511050900346634;1.980636035018818;99.94356808077782;14.653032615328625;1.0276342608096465;79.94356808077782;10.653032615328625;1.0276342608096465;-415.8707668971719;756.9080886149219;440.16708601014227;-416.09300846849305
595;1;4;11;0;0;9.275887637565797;0;0;0;0;0;0;99.75320956288621;10.804466245386468;2.14093111472322;99.96380315024736;14.86789161986353;1.224009468514974;79.96380315024736;10.86789161986353;1.224009468514974;-581.7270287868996;505.1435757911527;295.3666226167087;-581.831834222224
596;1;4;11;0;0;9.014578640563144;0;0;0;0;0;0;100.28838329821654;11.2120975499353;2.10567824876129;100.04154468961471;15.138653587114328;1.214431403940227;80.04154468961471;11.138653587114328;1.214431403940227;-573.1730339633515;528.3614049165348;311.0366781868857;-573.1446850736504
597;1;4;11;0;0;8.76140801448215;0;0;0;0;0;0;100.73481846884346;11.569190469010524;1.88347994000433;100.05223189459227;15.426401209604931;1.0077060954839205;80.05223189459227;11.426401209604931;1.0077060954839205;-358.4987031376053;823.8942949330841;488.27333324649265;-358.338527941925
598;1;4;11;0;0;8.51846663795242;0;0;0;0;0;0;100.9922801994646;11.772827721605356;1.655556986060173;99.90308132227148;15.691972952206237;0.793895838378177;79.90308132227148;11.691972952206237;0.793895838378177;-100.65680612713518;1099.0549416938309;654.9592777461543;-100.38309012382284
599;1;4;11;0;0;8.2877609085574;0;0;0;0;0;0;101.08891397840937;11.847366806633666;1.609325421302881;99.57830340376069;15.902784029345696;0.769576796969499;79.57830340376069;11.902784029345696;0.769576796969499;-46.132470414762395;1137.3298454822657;680.2863890036413;-45.77757516550062
600;2;4;11;0;0;8.07119617245352;0;0;0;0;0;0;101.27331616688059;12.038405514348225;1.360667594398694;99.3106488996026;15.89766663851687;0.9591502721676358;79.15081679072188;12.038405514348225;0.9571077857760176;254.301395791351;906.5763719002335;548.733582564461;906.9711786704363
601;2;4;11;0;0;7.87056098854917;0;0;0;0;0;0;101.29429724346153;12.093898849182068;1.577601727959944;98.78685808019915;15.997232993620155;1.175308265269034;78.7551362098805;12.093898849182068;1.184073678532486;-8.336844604673193;608.83051308104;359.2239086919802;609.2216079944563
602;2;4;11;0;0;7.68751235720358;0;0;0;0;0;0;101.21653418363037;12.08030995873422;1.626178698005627;98.36688301194665;16.11659126524794;1.230288647757569;78.53278818078047;12.08030995873422;1.241803080145448;-67.68291449719426;529.448743935687;306.51603053935327;529.7969306682896
603;3;4;11;0;0;7.52356203543755;0;0;0;0;0;0;101.06066645136612;12.022241727026488;1.4533979467766;98.57344131072077;16.02224172702649;1.0772198450047223;78.47545109071484;12.158113329726946;1.0735427095283072;142.30876749065723;748.2703971156922;455.1250390788569;455.40138057823367
604;3;4;11;0;0;7.38006405167606;0;0;0;0;0;0;100.85512132235064;11.952952675486012;1.210644243068019;98.87685276599511;15.952952675486012;0.841641040484216;78.72276777619564;12.063494849454404;0.849181943318301;424.8439798951579;1050.9120565009089;627.3507674049592;627.5404628282271
605;3;4;11;0;0;7.25820352313539;0;0;0;0;0;0;100.63147358322523;11.907877582786679;1.114566909189533;99.35190496867266;15.907877582786679;0.751656733032763;79.37740203051285;11.89145836306782;0.763482602888345;527.9338226714464;1154.6317079397313;681.913366725639;682.0170259458674
606;1;4;11;0;0;7.15898686820955;0;0;0;0;0;0;100.29121064263657;11.789466618660368;1.611134953427939;99.85321138887626;15.917751477178069;0.889998079937333;79.85321138887626;11.917751477178069;0.889998079937333;-47.68264649118166;1000.4141437655849;598.9944214500824;-47.65050542225427
607;1;4;11;0;0;7.08323349468958;0;0;0;0;0;0;100.12047118193699;11.88038424477844;1.83163257313341;100.23976593302979;16.002590234789746;1.129474684847674;80.23976593302979;12.002590234789746;1.129474684847674;-306.7506698951148;685.1652621473747;411.36718071454925;-306.76557304660616
608;1;4;11;0;0;7.03156903246098;0;0;0;0;0;0;100.11114418742201;12.163854444441894;1.941169152400541;100.43074514518403;16.167625942312206;1.249912861612165;80.43074514518403;12.167625942312206;1.249912861612165;-440.77588034738267;512.1316143018208;308.6715414498082;-440.80903220709973
609;1;4;11;0;0;7.00442016656876;0;0;0;0;0;0;100.15701045067657;12.520071774299225;1.83432992707844;100.43485207174562;16.401941282279733;1.140582305942642;80.43485207174562;12.401941282279733;1.140582305942642;-326.65215084630285;687.0427905132715;416.042816623369;-326.6766833510175
610;1;8;11;0;0;0;0;0;0;2.75486019052961;0;0;100.13771096826424;12.811482346065961;0.9066676443028328;100.34096346310963;16.68005849373271;0.9020010265179744;81.71839355837444;12.68005849373271;0.9020010265179744;790.752949674272;1037.7588148581704;642.4830469240692;790.7562851784865
611;1;8;17;0;0;0;0;0;0;11.26169456154039;0;0;100.02390568879525;12.990090086269026;0.765256715587867;100.27443521196399;16.966203357365057;0.75351955136726;85.90528249273419;12.966203357365059;0.75351955136726;937.0751664606233;1240.7158779913866;812.3256119369714;937.1139270583388
612;1;8;17;0;0;0;0;0;0;11.67923321227259;0;0;99.89210040728398;13.11486821252055;0.839667679987295;100.33812752681771;17.220479955440876;0.83165106398666;86.17774413295402;13.220479955440876;0.83165106398666;874.7483223179328;1163.9912837226404;767.5043187671109;874.8166812745013
613;1;8;17;0;0;0;0;0;0;12.09096304272743;0;0;99.83820862597847;13.267834086576578;1.0614874399960272;100.56373353419667;17.405845351933756;1.0645618119958287;86.60921505556038;13.405845351933754;1.0645618119958287;645.8584108161839;848.7455030406063;562.988190215371;645.9381643008903
614;1;8;17;0;0;0;0;0;0;12.49545979296852;0;0;99.87267974469754;13.45110367432044;1.22677593123627;100.89454114226653;17.494627541216644;1.238114727798083;87.14227103875079;13.494627541216644;1.238114727798083;453.09399025307437;576.4482362111253;384.0411138516199;453.15808282215244
615;2;8;17;0;0;0;0;0;0;12.89132422380299;0;0;99.80609234059652;13.473411418461932;1.192746060985109;101.35941186904523;17.564390592530483;1.183567677128675;87.65290004175685;13.473411418461932;1.192746060985109;496.35156466911576;672.2896487435197;435.91180721755524;672.3075706156591
616;2;8;17;0;0;0;0;0;0;13.27718695704304;0;0;99.64474855750078;13.345411431877384;0.9701675545964278;101.41667408703185;17.487247813844014;0.9715881472346932;88.00216936663281;13.345411431877384;0.9701675545964278;751.5516039297954;1000.2332601864041;663.7396600848333;1000.177319982153
617;3;8;17;0;0;0;0;0;0;13.65171321247309;0;0;99.44238618104225;13.129902850476512;0.77501686093242;101.2698427841888;17.129902850476512;0.77501686093242;94.84971942982284;13.192192724873093;0.785730343745162;932.7818998422214;1239.3161132274483;884.491631001292;884.3429392720526
618;3;8;17;0;0;0;0;0;0;14.01360742513464;0;0;99.2195663332457;12.858814260629844;0.78671462776424;100.91865620376868;16.858814260629842;0.78671462776424;94.76919479737829;12.78428860420063;0.796871074061181;900.9708982801341;1201.4646588164858;846.8149757172965;846.5680181078498
619;1;8;17;0;0;0;0;0;0;14.36161772695747;0;0;98.86158252953184;12.428273386421719;0.9947676021083136;100.39507953432405;16.571096028848384;0.9945059822137293;87.57588839780279;12.571096028848386;0.9945059822137293;669.2586264440636;906.555018657146;599.9128988350914;668.9235531941816
620;1;8;17;0;0;0;0;0;0;14.69454027723446;0;0;98.74860736560629;12.226071282330157;1.197474772646623;99.84425716373437;16.30588043196756;1.207348511278954;87.1915273023516;12.305880431967559;1.207348511278954;440.31737314517534;578.7695108632934;381.43915995897976;439.919539296101
621;1;8;17;0;0;0;0;0;0;15.01122342695889;0;0;98.7782148986867;12.152246967210909;1.2186245479152;99.41417580188327;16.09566645994117;1.229555775310961;86.91978751536271;12.095666459941171;1.229555775310961;414.05466022290057;535.4961803212112;351.8418987422436;413.6314448321205
